cont,providername,providerid,region,period,usagecategory,product,productdetail,cost,tag:user:name
211,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Requests,Lambda: All,Lambda: All,0.3937314,prod-api-auth
212,cropwise-databus-prod,5.69741E+11,us-east-2,202304,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.003321855,prod-valet
213,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Compute,Lambda: All,Lambda: All,6.138297747,prod-cropwise-observations-v2
214,cropwise-databus-prod,5.69741E+11,us-east-2,202301,TimedPITRStorage-ByteHrs,DynamoDB,DynamoDB,110.465294,prod-valet-observations
215,cropwise-databus-prod,5.69741E+11,us-east-2,202301,DataProcessing-Bytes,CloudWatch,CloudWatch,7.682000251,prod-ingestor-pessl
216,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Data Transfer - Internet (In),EC2: All,Data Transfer,0,prod-ingestor
217,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Requests,Lambda: All,Lambda: All,0.8125072,prod-valet
218,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Requests,Lambda: All,Lambda: All,1.84735,prod-ingestor-sencrop
219,cropwise-databus-prod,5.69741E+11,us-east-2,202303,NatGateway,EC2: All,Data Transfer,135.2196655,prod-ingestor
220,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Requests,S3,S3,11.6861404,prod-ingestor-pessl
221,cropwise-databus-prod,5.69741E+11,us-east-1,202305,Requests,S3,S3,1.40E-05,prod-ingestor-pessl
222,cropwise-databus-prod,5.69741E+11,us-east-2,202303,TimedPITRStorage-ByteHrs,DynamoDB,DynamoDB,5.06E-06,prod-api-auth
223,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Requests,S3,S3,160.2453756,prod-ingestor-sencrop
224,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Requests,S3,S3,32.5321624,prod-ingestor-sencrop
225,cropwise-databus-prod,5.69741E+11,us-east-2,202212,NatGateway,EC2: All,EC2: All,66.96,prod-ingestor
226,cropwise-databus-prod,5.69741E+11,us-east-2,202303,NatGateway,EC2: All,Data Transfer,35.11019616,prod-cropwise-observations-cfstack
227,cropwise-databus-prod,5.69741E+11,us-east-2,202203,TimedPITRStorage-ByteHrs,DynamoDB,DynamoDB,24.37365359,prod-valet-observations
228,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Data Transfer - Inter AZ (Out),EC2: All,Data Transfer,30.98540508,prod-cropwise-observations-cfstack
229,cropwise-databus-prod,5.69741E+11,us-east-2,202201,Requests-Tier1,SQS: Messaging,SQS: Messaging,0.4729816,prod-ingestor-cnh
230,cropwise-databus-prod,5.69741E+11,us-east-2,202211,CW:MetricMonitorUsage,CloudWatch,CloudWatch,168.0066667,
231,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Requests,S3,S3,2.28E-05,prod-ingestor-veris
232,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Requests,Lambda: All,Lambda: All,0.1244558,prod-valet-observations
233,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Requests-Tier1,SQS: Messaging,SQS: Messaging,3.3256208,prod-ingestor-arable
234,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Requests,S3,S3,29.642546,prod-ingestor-trapview
235,cropwise-databus-prod,5.69741E+11,us-east-2,202201,us-east-2-KMS-Keys,Key Management,Key Management,0.998655898,prod-valet
236,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Requests-Tier1,SQS: Messaging,SQS: Messaging,1.0470768,prod-valet
237,cropwise-databus-prod,5.69741E+11,us-east-2,202211,DataProcessing-Bytes,CloudWatch,CloudWatch,1.107863956,prod-valet-observations
238,cropwise-databus-prod,5.69741E+11,us-east-2,202210,CW:MetricMonitorUsage,EC2: All,EC2: CloudWatch,1.035483887,
239,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - Internet (Out),EC2: All,Data Transfer,0.002256798,prod-ingestor
240,cropwise-databus-prod,5.69741E+11,us-east-2,202303,AWSSecretsManager-Secrets,Secrets Manager,Secrets Manager,0.399999994,
241,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Requests-Tier1,SQS: Messaging,SQS: Messaging,0.6970368,prod-ingestor-cnh
242,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Data Transfer - Internet (In),Lambda: All,Data Transfer,0,
243,cropwise-databus-prod,5.69741E+11,us-east-2,202207,AWSSecretsManager-Secrets,Secrets Manager,Secrets Manager,0.357526876,
244,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Compute,Lambda: All,Lambda: All,107.2364001,prod-valet
245,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Requests,Lambda: All,Lambda: All,0.1691474,prod-valet-analytics
246,cropwise-databus-prod,5.69741E+11,us-east-2,202204,NatGateway,EC2: All,Data Transfer,5.010542834,prod-valet
247,cropwise-databus-prod,5.69741E+11,us-east-2,202212,AmazonEKS-Hours:perCluster,Kubernetes/EKS,Kubernetes/EKS,70.90243378,prod-cropwise-observations-eks
248,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Requests,Lambda: All,Lambda: All,2.7521458,prod-valet-observations
249,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Data Transfer - Internet (Out),API Gateway,Data Transfer,0.703788286,prod-valet
250,cropwise-databus-prod,5.69741E+11,ca-central-1,202212,FreeEventsRecorded,CloudTrail,CloudTrail,0,
251,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Data Transfer - CloudFront - Out,Lambda: All,Data Transfer,0,
252,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Requests,Lambda: All,Lambda: All,1.0378622,prod-valet-observations
253,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Requests,Lambda: All,Lambda: All,2.2633236,prod-ingestor-sencrop
254,cropwise-databus-prod,5.69741E+11,us-east-2,202210,LoadBalancerUsage,Elastic Load Balancer: All,Elastic Load Balancer: All,13.3,
255,cropwise-databus-prod,5.69741E+11,us-east-2,202207,DataProcessing-Bytes,CloudWatch,CloudWatch,3.251688156,prod-ingestor-arable
256,cropwise-databus-prod,5.69741E+11,us-east-2,202201,Data Transfer - Region to Region (In),EC2: All,Data Transfer,0.006483973,prod-valet-analytics
257,cropwise-databus-prod,5.69741E+11,us-east-2,202207,VpcEndpoint-Hours,VPC,VPC,26.58,
258,cropwise-databus-prod,5.69741E+11,us-east-2,202202,AWSSecretsManagerAPIRequest,Secrets Manager,Secrets Manager,0.37075,prod-valet-analytics
259,cropwise-databus-prod,5.69741E+11,us-east-2,202203,ApiGatewayRequest,API Gateway,API Gateway,0.3968685,prod-valet-observations
260,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Data Transfer - CloudFront - Out,Lambda: All,Data Transfer,0,
261,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - Region to Region (Out),Lambda: All,Data Transfer,0.007185039,
262,cropwise-databus-prod,5.69741E+11,us-east-2,202204,RDS:ProxyUsage,RDS: All,RDS: All,172.8,prod-valet-analytics
263,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Request-ARM,Taxes,Taxes,0,
264,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Data Transfer - CloudFront - In,Lambda: All,Data Transfer,0,
265,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Data Transfer - Region to Region (In),EC2: All,Data Transfer,0.033816695,prod-ingestor
266,cropwise-databus-prod,5.69741E+11,us-east-2,202210,PaidEventsAnalyzed,Guard Duty,Guard Duty,3.10394,
267,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-cropwise-observations-cfstack
268,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Compute,Lambda: All,Lambda: All,3.177476511,prod-valet-observations
269,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Requests,Lambda: All,Lambda: All,0.0766532,prod-valet
270,cropwise-databus-prod,5.69741E+11,us-east-2,202204,DataProcessing-Bytes,CloudWatch,CloudWatch,0.196962207,prod-ingestor-cropwise
271,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Storage,S3,S3,0.00563745,prod-infra-efs
272,cropwise-databus-prod,5.69741E+11,United States,202212,Requests,CloudFront: CDN,CloudFront: CDN,0,
273,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Data Transfer - Region to Region (In),EC2: All,Data Transfer,0.009999823,prod-valet
274,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - Region to Region (In),EC2: All,Data Transfer,0.072527933,prod-ingestor
275,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Region to Region (In),EC2: All,Data Transfer,0.07417328,prod-valet-analytics
276,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Requests,S3,S3,21.4649336,prod-ingestor
277,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Data Transfer - Internet (Out),EC2: All,Data Transfer,0.000330276,
278,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Internet (In),Elastic Search,Data Transfer,0,prod-valet
279,cropwise-databus-prod,5.69741E+11,us-east-1,202211,Requests,S3,S3,0.0014296,
280,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Compute,Lambda: All,Lambda: All,451.0492436,prod-ingestor-john-deere
281,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Read Capacity Units,DynamoDB,DynamoDB,1.754872875,prod-valet-observations
282,cropwise-databus-prod,5.69741E+11,us-east-2,202202,us-east-2-KMS-Keys,Key Management,Key Management,0.999999974,prod-valet
283,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Internet (Out),SNS: Notifications,Data Transfer,1.318522166,prod-valet-observations
284,cropwise-databus-prod,5.69741E+11,us-east-2,202212,Requests,S3,S3,12.5120002,prod-ingestor-sencrop
285,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Data Transfer - Region to Region (Out),EC2: All,Data Transfer,9.0273606,prod-valet-analytics
286,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Requests,S3,S3,2.68E-05,prod-valet-observations
287,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Read Capacity Units,DynamoDB,DynamoDB,0.83933275,prod-valet
288,cropwise-databus-prod,5.69741E+11,United States,202210,Requests,CloudFront: CDN,CloudFront: CDN,0,
289,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Requests,S3,S3,3.24E-05,prod-ingestor-groguru
290,cropwise-databus-prod,5.69741E+11,us-east-2,202207,ESInstance:m4.large,Elastic Search,Elastic Search,898.752,prod-valet
291,cropwise-databus-prod,5.69741E+11,us-east-1,202305,Requests,S3,S3,1.36E-05,prod-ingestor-clearag
292,cropwise-databus-prod,5.69741E+11,eu-central-1,202201,FreeEventsRecorded,CloudTrail,CloudTrail,0,
293,cropwise-databus-prod,5.69741E+11,us-east-2,202301,TimedStorage-ByteHrs,EC2 Container Registry,EC2 Container Registry,0.595745746,
294,cropwise-databus-prod,5.69741E+11,us-east-2,202304,DataProcessing-Bytes,CloudWatch,CloudWatch,0.001375087,prod-scheduled-tasks
295,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Requests,Lambda: All,Lambda: All,7.86E-05,prod-isoxml-prescription-converter
296,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Compute,Lambda: All,Lambda: All,1.14E-05,prod-ingestor-veris
297,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Requests,S3,S3,4.10E-05,prod-valet-configurations
298,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Data Transfer - Internet (Out),RDS: All,Data Transfer,0.000409871,prod-rds-cropwise-observations
299,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Read Capacity Units,DynamoDB,DynamoDB,0.347043875,prod-api-auth
300,cropwise-databus-prod,5.69741E+11,us-east-2,202203,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-ingestor
301,cropwise-databus-prod,5.69741E+11,us-east-2,202305,Storage,S3,S3,7.000905137,prod-ingestor-sencrop
302,cropwise-databus-prod,5.69741E+11,us-east-2,202303,On Demand:m6a.2xlarge,EC2: All,EC2: Savings Plan Applied,60.29332743,prod-cropwise-observations-eks
303,cropwise-databus-prod,5.69741E+11,ap-southeast-2,202208,InsightsEvents,CloudTrail,CloudTrail,0.0029365,
304,cropwise-databus-prod,5.69741E+11,us-east-2,202212,PaidEventsAnalyzed,Guard Duty,Guard Duty,4.2112,
305,cropwise-databus-prod,5.69741E+11,us-east-2,202206,On Demand:db.r5.2xl,RDS: All,RDS: All,1670.4,prod-valet-analytics
306,cropwise-databus-prod,5.69741E+11,us-east-2,202207,AWSSecretsManagerAPIRequest,Secrets Manager,Secrets Manager,0.36701,prod-valet-analytics
307,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Storage,S3,S3,0.390619221,prod-valet
308,cropwise-databus-prod,5.69741E+11,sa-east-1,202205,FreeEventsRecorded,CloudTrail,CloudTrail,0,
309,cropwise-databus-prod,5.69741E+11,us-east-1,202205,Requests,S3,S3,8.00E-06,prod-infra-efs
310,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Kafka.Storage.GP2,Streaming for Kafka,Streaming for Kafka,21.35468615,
311,cropwise-databus-prod,5.69741E+11,us-east-2,202204,AWSSecretsManagerAPIRequest,Secrets Manager,Secrets Manager,0.39759,prod-valet-analytics
312,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Compute,Lambda: All,Lambda: All,2.763916695,prod-scheduled-tasks
313,cropwise-databus-prod,5.69741E+11,us-east-2,202208,TimedStorage-ByteHrs,CloudWatch,CloudWatch,2.05E-05,prod-ingestor-cnh
314,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Aurora:StorageIOUsage,RDS: All,RDS: Storage,1.41783,
315,cropwise-databus-prod,5.69741E+11,us-east-2,202210,DataProcessing-Bytes,CloudWatch,CloudWatch,0.001584924,prod-scheduled-tasks
316,cropwise-databus-prod,5.69741E+11,us-east-2,202204,Data Transfer - Region to Region (Out),S3,Data Transfer,2.11E-07,prod-valet
317,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-ingestor
318,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Data Transfer - CloudFront - Out,S3,Data Transfer,0,
319,cropwise-databus-prod,5.69741E+11,us-east-2,202202,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-valet
320,cropwise-databus-prod,5.69741E+11,us-east-1,202206,Requests,S3,S3,3.36E-05,prod-valet
321,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Data Transfer - Internet (Out),DynamoDB,Data Transfer,2.82E-05,
322,cropwise-databus-prod,5.69741E+11,eu-central-1,202208,PaidEventsRecorded,CloudTrail,CloudTrail,0.01652,
323,cropwise-databus-prod,5.69741E+11,us-east-2,202301,Compute,Lambda: All,Lambda: All,1.638306425,prod-ingestor-cnh
324,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Event-64K-Chunks,CloudWatch Events,CloudWatch Events,0.000826,
325,cropwise-databus-prod,5.69741E+11,us-east-1,202303,Data Transfer - Region to Region (Out),S3,Data Transfer,1.54E-05,prod-cropwise-observations
326,cropwise-databus-prod,5.69741E+11,eu-west-3,202210,InsightsEvents,CloudTrail,CloudTrail,0.0005425,
327,cropwise-databus-prod,5.69741E+11,eu-west-3,202202,Data Transfer - Internet (Out),DynamoDB,Data Transfer,1.34E-07,
328,cropwise-databus-prod,5.69741E+11,us-east-2,202303,Storage,S3,S3,0.084220916,prod-valet-observations
329,cropwise-databus-prod,5.69741E+11,us-east-2,202209,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-ingestor
330,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Storage,S3,S3,0.611586599,prod-valet
331,cropwise-databus-prod,5.69741E+11,us-east-2,202210,Data Transfer - Internet (In),EC2: All,Data Transfer,0,
332,cropwise-databus-prod,5.69741E+11,us-east-2,202302,Compute,Lambda: All,Lambda: All,5.84E-05,prod-cropwise-observations-create-kafka-topics
333,cropwise-databus-prod,5.69741E+11,us-east-2,202212,TimedStorage-ByteHrs,CloudWatch,CloudWatch,0.002063965,prod-ingestor-john-deere
334,cropwise-databus-prod,5.69741E+11,sa-east-1,202204,Data Transfer - Internet (Out),DynamoDB,Data Transfer,0,
335,cropwise-databus-prod,5.69741E+11,us-east-2,202210,TimedPITRStorage-ByteHrs,DynamoDB,DynamoDB,3.69E-06,prod-api-auth
336,cropwise-databus-prod,5.69741E+11,us-east-2,202212,DataProcessing-Bytes,CloudWatch,CloudWatch,0.001644831,prod-scheduled-tasks
337,cropwise-databus-prod,5.69741E+11,Europe,202212,CloudFront Internet,CloudFront: CDN,CloudFront: CDN,0,
338,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Storage,S3,S3,3.398897265,prod-ingestor-sencrop
339,cropwise-databus-prod,5.69741E+11,us-east-2,202302,TimedStorage-ByteHrs,CloudWatch,CloudWatch,3.76E-06,prod-ingestor
340,cropwise-databus-prod,5.69741E+11,us-east-2,202303,IADataAccess-Bytes,Elastic File System,Elastic File System,2.01042969,prod-ingestor
341,cropwise-databus-prod,5.69741E+11,us-east-2,202206,Storage,S3,S3,2.66E-06,prod-valet-observations
342,cropwise-databus-prod,5.69741E+11,eu-west-2,202201,Data Transfer - Internet (Out),DynamoDB,Data Transfer,1.07E-07,
343,cropwise-databus-prod,5.69741E+11,us-east-1,202207,Requests,S3,S3,2.76E-05,prod-valet
344,cropwise-databus-prod,5.69741E+11,us-east-2,202205,Storage,S3,S3,2.67E-06,prod-valet-observations
345,cropwise-databus-prod,5.69741E+11,us-east-2,202210,TimedStorage-ByteHrs,CloudWatch,CloudWatch,3.93E-07,prod-ingestor
346,cropwise-databus-prod,5.69741E+11,us-east-2,202210,RDS:GP2-Storage,RDS: All,RDS: Storage,1.645203299,
347,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - Internet (Out),SNS: Notifications,Data Transfer,7.85E-06,prod-scheduled-tasks
348,cropwise-databus-prod,5.69741E+11,us-east-2,202301,DataProcessing-Bytes,CloudWatch,CloudWatch,0.001693875,prod-scheduled-tasks
349,cropwise-databus-prod,5.69741E+11,us-east-1,202209,Requests,S3,S3,9.20E-06,prod-scheduled-tasks
350,cropwise-databus-prod,5.69741E+11,us-east-1,202211,Requests,S3,S3,1.00E-05,prod-ingestor-veris
351,cropwise-databus-prod,5.69741E+11,Europe,202209,CloudFront Internet,CloudFront: CDN,CloudFront: CDN,0,
352,cropwise-databus-prod,5.69741E+11,us-east-2,202207,Data Transfer - CloudFront - Out,S3,Data Transfer,0,
353,cropwise-databus-prod,5.69741E+11,us-east-1,202212,PaidEventsRecorded,CloudTrail,CloudTrail,0.00604,
354,cropwise-databus-prod,5.69741E+11,us-east-2,202208,TimedStorage-ByteHrs,CloudWatch,CloudWatch,1.24E-06,prod-scheduled-tasks
355,cropwise-databus-prod,5.69741E+11,us-east-2,202208,Data Transfer - CloudFront - Out,EC2: All,Data Transfer,0,prod-valet-analytics
356,cropwise-databus-prod,5.69741E+11,Europe,202205,Requests,CloudFront: CDN,CloudFront: CDN,0,
357,cropwise-databus-prod,5.69741E+11,us-east-1,202304,Data Transfer - Internet (Out),S3,Data Transfer,9.74E-07,
358,cropwise-databus-prod,5.69741E+11,us-east-1,202306,Requests,S3,S3,0.5197712,prod-ingestor-arable
359,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Kafka.m5.large,Streaming for Kafka,Streaming for Kafka,297.99,prod-cropwise-observations-msk
360,cropwise-databus-prod,5.69741E+11,us-east-2,202306,On Demand:m6a.2xlarge,EC2: All,EC2: Savings Plan Applied,169.6237922,prod-cropwise-observations-eks
361,cropwise-databus-prod,5.69741E+11,us-east-2,202306,TagStorage-TagHrs,S3,S3,132.9711838,prod-ingestor-sencrop
362,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (Out),SNS: Notifications,Data Transfer,4.23E-05,prod-valet-observations
363,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Internet (In),Elastic Search,Data Transfer,0,prod-valet
364,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Data Transfer - Region to Region (Out),S3,Data Transfer,10.10918597,prod-ingestor
365,cropwise-databus-prod,5.69741E+11,us-east-1,202306,Data Transfer - Internet (Out),S3,Data Transfer,5.68E-05,prod-cropwise-observations
366,cropwise-databus-prod,5.69741E+11,us-east-2,202306,TimedStorage-ByteHrs,CloudWatch,CloudWatch,2.60E-06,prod-valet-observations
367,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Requests,Lambda: All,Lambda: All,0.000105,prod-ingestor-cost-metering
368,cropwise-databus-prod,5.69741E+11,us-east-2,202306,Storage,S3,S3,0.098590473,prod-ingestor-cost-metering
369,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Lambda-GB-Second-ARM,Taxes,Taxes,0,
370,cropwise-databus-prod,5.69741E+11,us-east-2,202305,DataProcessing-Bytes,CloudWatch,CloudWatch,0.002742242,prod-isoxml-prescription-converter
371,cropwise-databus-prod,5.69741E+11,us-east-2,202211,Storage,S3,S3,2.213479846,prod-ingestor-pessl
372,cropwise-databus-prod,5.69741E+11,us-east-2,202304,Data Transfer - CloudFront - In,EC2: All,Data Transfer,0,prod-cropwise-observations-cfstack
